[2026-05-29T09:57:55.873Z] GET http://localhost:3000/_next/static/chunks/fd9d1056-d01e9804f4c81514.js → 200 (?ms, 172836B)
[2026-05-29T09:57:55.873Z] GET http://localhost:3000/_next/static/chunks/117-72b103fc8e46f795.js → 200 (?ms, 124726B)
[2026-05-29T09:57:55.873Z] GET http://localhost:3000/_next/static/chunks/main-app-81c067feb08acb5c.js → 200 (?ms, 468B)
[2026-05-29T09:57:55.873Z] GET http://localhost:3000/_next/static/chunks/972-08e58201e5ba5632.js → 200 (?ms, 26119B)
[2026-05-29T09:57:55.874Z] GET http://localhost:3000/_next/static/chunks/82-8c43f1d2c30541c5.js → 200 (?ms, 29085B)
[2026-05-29T09:57:55.874Z] GET http://localhost:3000/_next/static/chunks/521-e5fa6ee99fcb2559.js → 200 (?ms, 110534B)
[2026-05-29T09:57:55.874Z] GET http://localhost:3000/_next/static/chunks/878-afecfdc3c035736c.js → 200 (?ms, 13343B)
[2026-05-29T09:57:55.874Z] GET http://localhost:3000/_next/static/chunks/441-92a83d041056fcf0.js → 200 (?ms, 7289B)
[2026-05-29T09:57:55.875Z] GET http://localhost:3000/_next/static/chunks/9-6c3ae3fa1d2a3ccb.js → 200 (15ms, 8859B)
[2026-05-29T09:57:55.875Z] GET http://localhost:3000/_next/static/chunks/app/onboarding/page-2766075c986851a6.js → 200 (11ms, 7842B)
[2026-05-29T09:57:55.885Z] GET http://localhost:3000/_next/static/media/e4af272ccee01ff0-s.p.woff2 → 200 (?ms, ?B)
[2026-05-29T09:57:55.916Z] GET http://localhost:3000/?_rsc=10s67 → 200 (7ms, 12374B)
[2026-05-29T09:57:55.926Z] GET http://localhost:3000/_next/static/chunks/570-b4ab4d6e81f385e6.js → 200 (?ms, 7397B)
[2026-05-29T09:57:55.926Z] GET http://localhost:3000/_next/static/chunks/app/(public)/page-378e0b3e89ac6f2a.js → 200 (?ms, 23985B)
[2026-05-29T09:58:10.717Z] GET http://localhost:3000/ → 200 (16ms, 59051B)
[2026-05-29T09:58:10.741Z] GET http://localhost:3000/_next/image?url=%2Flogo.png&w=32&q=75 → 200 (?ms, 220B)
[2026-05-29T09:58:10.742Z] GET http://localhost:3000/_next/static/css/118259c53b2ba41a.css → 200 (?ms, 36144B)
[2026-05-29T09:58:10.744Z] GET http://localhost:3000/_next/static/chunks/webpack-68db74319b18262e.js → 200 (?ms, 3839B)
[2026-05-29T09:58:10.744Z] GET http://localhost:3000/_next/static/chunks/fd9d1056-d01e9804f4c81514.js → 200 (?ms, 172836B)
